TOA5,WES_02,CR6,20451,CR6.Std.12.00 RF4xx.02.00,CPU:2024_WES_EZ_FINAL_022924v6.CR6,27880,Flux_CSIFormat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/24 11:00,529,WES,14.36142,-0.4920407,3,36000,232.0646,0.3415203,3,36000,111.4739,3,36000,-127.0705,34827,245.8925,408.2277,83.55736,361.8943,62.26382,0.998181,0,0.4803573,0.06653287,3,0.2368146,-0.3924194,0.4408658,19.23253,53.56541,9.568833,1.199295,2.238837,23.16459,42.61744,9.767836,1.215502,2.850587,18.74618,64.69791,11.96196,1.405327,2.171947,10.43212,101.3496,16.35086,0,-0.698436,0.5926533,-0.5106913,0.6501032,-0.04422939,0.3284195,24.30027,0.5673162,0,1.118212,0.8652294,216.1739,38.52726,143.8261,3.085167,767.6041,4.866664,8.88792,0.4690028,0.8807417,0.8459432,-35.23541,7.194695,590.0571,865.7969,157.0869,317.6819,436.3348,141.4172,57.52395,-19.93691,10.49768,1.185242,1,22.52101,22.0204,17.72504,18.15375,28.08666,37.02889,15.89,19.48222,46.3,21.29,1,4375,50.32327,140.2652,71.69523,54.2492,666.6667,99.64742,Kljun et al
4/16/24 11:30,530,WES,14.31839,-0.6886728,3,36000,279.4391,0.4114852,3,36000,115.4398,3,36000,-53.26321,35668,244.3505,404.4918,84.20922,311.3958,59.09602,1.022323,0,0.4131126,0.04380249,2,0.1923394,-0.5014018,0.9229033,19.88271,50.52242,9.28945,1.177615,2.331135,23.78194,40.30729,9.485957,1.193385,2.958823,19.41584,61.40259,11.79899,1.390356,2.264494,10.29749,101.3521,17.65438,0,0.8042059,0.9157258,-0.5328057,0.9311233,-0.092815,0.3745163,24.89917,0.5985598,0,1.413493,0.9646919,326.4745,45.64206,33.52548,4.404805,770.6581,5.373336,8.707959,0.555342,0.8931228,0.8564146,-32.02206,7.626693,630.6069,921.0388,166.8085,318.6805,442.304,154.4204,60.69102,-12.43601,10.50513,1.146577,1,22.93027,22.84958,20.7532,18.67384,28.73444,36.93222,19.28778,20.24889,93.1,25.11,1,4360,11.55539,87.31207,27.68275,18.71736,666.6667,99.58435,KormannMeixner
4/16/24 12:00,531,WES,14.27135,-0.7887884,3,36000,394.1817,0.5808983,3,36000,151.3821,3,36000,-217.9831,35952,229.7586,361.6681,97.84914,241.9022,68.91801,1.327375,-1,0.3840415,0.1334422,1,0.3361951,-0.3772238,1.139305,20.55421,48.98341,9.435396,1.190449,2.429881,24.58284,38.81705,9.638236,1.206935,3.104748,20.24314,59.18371,12.01719,1.411119,2.383729,10.4216,101.3381,18.97813,0,1.174103,0.9418987,-0.5894138,1.084218,-0.09485672,0.4646583,25.71611,0.6887231,0,1.719505,1.313749,333.3429,39.34737,26.65714,5.82251,768.8307,6.235254,8.782624,0.6992342,0.8929806,0.8559828,-28.20627,7.745546,640.7682,938.3842,170.9542,320.474,447.1358,169.4538,62.5448,-4.935122,10.51252,1.126462,1,23.27166,23.31489,23.07473,19.18648,29.16222,36.78778,22.12111,20.98222,119.8,28.93,1,4346,51.32081,143.2093,73.14388,55.34273,666.6667,99.60758,Kljun et al
4/16/24 12:30,532,WES,14.24865,-0.6066695,3,36000,325.3889,0.4796535,3,36000,131.5119,3,36000,-123.9804,35983,199.4673,306.2783,92.65633,177.3904,61.78806,1.050811,0,0.4041682,0.1511924,1,0.3580786,-0.3080497,1.228613,20.78675,48.57314,9.531764,1.197316,2.464836,24.871,38.39849,9.737347,1.214084,3.158282,20.554,58.69053,12.18421,1.426233,2.429768,10.52221,101.3137,19.44198,0,1.471188,0.99708,-0.4783781,1.118375,-0.06167271,0.4607528,26.01234,0.6137416,0,1.976331,1.547012,341.9874,37.75247,18.01257,5.460157,772.887,4.879341,8.826399,0.6041822,0.8934151,0.8563208,-25.97498,7.845757,634.2751,934.4526,171.6581,321.4051,449.9245,185.5165,62.81345,2.566505,10.51969,1.123452,1,23.34798,23.217,24.92566,19.85014,29.31555,36.62667,23.93666,21.40667,128.9,30.87,1,4338,53.47498,149.3572,76.24146,57.68385,666.6667,99.5696,Kljun et al
4/16/24 13:00,533,WES,13.93552,-0.7336373,3,36000,340.8568,0.5027161,3,36000,109.2102,3,36000,-119.0327,35975,164.5018,235.2754,93.72815,104.4561,60.90498,0.9972805,0,0.3203992,0.2370094,2,0.4487725,-0.2045389,1.61001,21.22501,46.58,9.310284,1.179329,2.532067,25.40846,36.65973,9.520097,1.196185,3.260532,21.05708,56.58539,12.09894,1.41802,2.506113,10.44386,101.289,20.64348,0,1.643908,1.157615,-1.325316,1.251177,-0.1373055,0.5608082,26.53511,0.5092499,0,2.529554,2.111606,321.1242,32.92486,38.87576,6.605774,775.3658,4.89045,8.680949,0.5591213,0.8932798,0.8561437,-24.4619,8.076757,615.7961,915.6044,170.1502,321.955,451.6131,201.0351,61.45269,10.06779,10.52707,1.137437,1,23.50026,23.18647,26.20607,20.36638,29.49889,36.42666,25.23222,21.83111,130.8,32.82,1,4241,55.60621,155.3778,79.29706,59.99409,666.6667,99.54686,Kljun et al
4/16/24 13:30,534,WES,13.62993,-0.5322942,3,36000,242.0527,0.3571196,3,36000,85.60812,3,36000,-23.79476,35996,63.15329,47.214,79.09258,-70.0884,44.53916,0.6552985,-1,0.3536755,0.106787,1,0.3014493,-0.2390588,1.059279,21.68595,44.65337,9.105239,1.163049,2.604658,25.77149,35.36802,9.30951,1.179254,3.331532,21.4503,54.67377,11.94592,1.403707,2.567389,10.32456,101.2604,21.52279,0,1.385221,0.8442183,-1.289975,1.087814,-0.1618598,0.4717123,26.88383,0.5118598,0,2.165147,1.892851,317.0394,28.72513,42.9606,5.830139,776.2708,4.46482,8.547651,0.5379601,0.893819,0.8566037,-23.63216,7.851864,563.171,851.2146,161.0642,326.7959,453.7753,214.7515,58.67505,17.56866,10.53446,1.169438,1,23.75428,23.56207,26.51464,20.8234,29.26,36.60667,25.57444,22.21111,117.3,34.55,1,4148,46.45496,129.8329,66.2237,50.10533,666.6667,99.58394,Kljun et al
4/16/24 14:00,535,WES,13.6229,-0.612607,3,36000,288.4896,0.4257814,3,36000,72.54059,3,36000,-132.5173,35989,-1.404722,-58.38666,55.57721,-142.4277,19.47967,0.7799021,0,0.2514496,0.2354057,1,0.4479102,-0.1365248,1.461271,22.00544,44.33156,9.287781,1.177186,2.655912,26.1343,35.05791,9.494248,1.193716,3.403436,21.78913,54.37909,12.17841,1.425202,2.621079,10.47071,101.2363,22.0972,0,1.744836,1.017414,-0.9156576,1.268415,-0.09942079,0.5277629,27.26195,0.401954,0,2.353001,1.970505,332.3103,32.65786,27.68967,8.256365,773.8071,4.087199,8.642288,0.5073893,0.8937609,0.8507192,-23.29659,8.1237,461.5126,717.202,137.9027,331.846,449.6326,226.2481,54.81882,25.06992,10.54176,1.222077,1,23.30679,23.35305,25.55256,21.12202,28.85444,36.29667,24.43666,22.56222,84.1,36.1,1,4149,58.00343,162.0486,82.71865,62.58247,666.6667,99.54295,Kljun et al
4/16/24 14:30,536,WES,13.62644,-0.6689084,3,36000,338.3033,0.4994725,3,36000,91.88982,3,36000,-169.246,35991,36.8131,15.58078,58.04543,-53.87897,22.55706,1.034224,0,0.2716197,0.2101555,1,0.4235342,-0.1831731,1.167529,22.48143,43.20221,9.328416,1.181143,2.734185,26.48794,34.41826,9.528578,1.197231,3.475337,22.17932,53.20753,12.20586,1.428336,2.684222,10.47975,101.2008,22.78106,0,1.723649,1.002115,-0.4894035,1.044532,-0.08674167,0.4896684,27.62064,0.455525,0,2.08498,1.791782,344.149,30.37487,15.85104,5.90545,768.5098,4.927187,8.657247,0.6051835,0.8941276,0.8536865,-22.71406,7.953912,452.7705,718.137,140.7644,327.5768,452.1788,235.7301,50.20581,32.57135,10.54901,1.299671,1,23.71001,23.70011,24.99119,21.24285,28.53444,36.29444,23.85778,22.72667,69.47,35.49,1,4148,58.84134,164.3521,83.91025,63.48434,666.6667,99.54718,Kljun et al
4/16/24 15:00,537,WES,13.62339,-0.5644618,7,36000,290.6462,0.4292247,7,36000,51.46389,7,36000,-131.3863,35989,-25.08247,-73.40592,23.24098,-128.1991,-11.09856,0.8135574,0,0.1770671,0.2080858,1,0.4216491,-0.1031795,1.050779,22.65838,40.79117,8.638028,1.127492,2.763783,26.76006,32.34701,8.841618,1.143175,3.531363,22.39838,50.74274,11.68861,1.380582,2.720388,10.12178,101.1735,23.88187,0,1.846692,0.9194982,-0.8423689,1.003366,-0.1040773,0.4993381,27.8427,0.4219404,0,2.253344,2.029736,335.4798,25.51611,24.52023,5.972252,771.7434,5.068959,8.258956,0.5919129,0.8942163,0.8568596,-22.7695,8.117092,395.4289,646.58,129.4285,327.9518,449.6743,243.621,45.08245,40.07222,10.55638,1.409965,1,23.46504,23.60666,23.98211,21.37217,28.57667,36.00222,23.19777,22.8,54.81,34.34,1,4147,57.78249,161.4409,82.40442,62.34465,666.6667,99.5419,Kljun et al
4/16/24 15:30,538,WES,13.61827,-0.5842773,3,36000,333.9526,0.4933119,3,36000,56.9974,3,36000,-95.6348,35983,5.025991,-42.4486,52.50059,-82.04333,20.28834,1.117792,0,0.1706751,0.2230168,2,0.4368274,-0.1104469,1.136247,22.99997,40.72459,8.920352,1.149189,2.821348,27.03712,32.4353,9.120968,1.164894,3.589056,22.69859,50.73064,11.96016,1.405539,2.770222,10.2944,101.1306,24.24162,0,1.427789,1.046675,-1.263803,0.9543838,-0.09836469,0.5158654,28.14187,0.3453678,0,2.133975,1.906768,318.4864,26.43024,41.51361,7.053854,771.396,4.041624,8.408227,0.6009338,0.8944026,0.8568125,-22.43218,8.032266,354.778,600.0889,123.2687,326.9941,449.0363,250.3352,39.62007,47.5733,10.56375,1.565169,1,23.54736,24.04653,23.20515,21.46889,28.26333,36.04222,22.46556,22.80667,39.6,32.21,1,4146,58.00307,162.0526,82.71891,62.58259,666.6667,99.54196,Kljun et al
4/16/24 16:00,539,WES,13.4737,-0.3521492,5,36000,259.3866,0.3832012,5,36000,19.46655,5,36000,-218.219,35981,-25.12257,-62.10534,11.8602,-89.84921,-17.73599,1.020369,0,0.07504839,0.209135,1,0.4231149,-0.03896923,1.262662,23.03971,39.58815,8.538485,1.119354,2.828047,27.13801,31.43206,8.741441,1.134863,3.61007,22.78821,49.54942,11.68321,1.379858,2.78529,10.10342,101.1049,24.75207,0,1.536672,0.9911447,-1.334993,1.129701,-0.09218015,0.5164607,28.21475,0.1878996,0,2.340698,2.035571,319.0177,29.24507,40.9823,7.847811,775.9696,2.73224,8.18904,0.5187613,0.894098,0.8568096,-22.77189,8.1328,248.164,466.4193,98.05233,322.8825,443.0855,256.206,33.93639,55.0749,10.57093,1.78753,1,22.65396,23.8384,22.37197,21.46809,27.97889,35.98777,21.75556,22.8,27.75,29.6,1,4105,56.06558,156.7466,79.96662,60.49928,666.6667,99.5277,Kljun et al
4/16/24 16:30,540,WES,13.51147,-0.3008169,1,36000,168.5894,0.2490018,1,36000,-14.09481,4,36000,26.05528,35989,-17.56088,-27.20016,-7.921589,-46.09108,-33.71397,0.9284499,0,-0.08360438,0.1700081,1,0.3813491,0.0312811,0.7754126,22.62432,41.02111,8.697592,1.13093,2.757999,26.88423,32.26925,8.909018,1.147208,3.556947,22.37023,51.57339,11.90712,1.400186,2.715639,10.26675,101.0972,24.09739,0,1.563293,0.823765,-1.446603,0.8046591,-0.1205852,0.4740888,27.97188,0.2598435,0,2.267247,2.129919,317.2202,19.93499,42.77979,6.206604,779.5236,5.747373,8.285348,0.4495075,0.8926803,0.8550218,-23.89038,8.045251,148.8397,326.4733,69.47022,326.7896,434.9531,261.4866,28.11552,62.57594,10.5783,2.117529,1,21.58875,23.10161,21.71752,21.32817,28.05333,35.76,21.18667,22.62,18.9,25.8,1,4114,55.6169,156.4736,79.47589,60.1139,666.6667,99.32922,Kljun et al
4/16/24 17:00,541,WES,13.49121,-0.2109265,3,36000,169.0812,0.2497349,3,36000,-33.89635,3,36000,-23.56375,35972,-13.50654,-35.1834,8.170324,-50.49408,-13.47635,1.07968,0,-0.2004738,0.220365,1,0.4341369,0.0661103,0.8825698,22.66639,37.2153,7.305081,1.02847,2.765234,26.91131,29.30604,7.513365,1.043211,3.562858,22.45164,47.62531,10.78032,1.299278,2.729327,9.524237,101.082,25.19648,0,1.770082,0.8596571,-1.462572,0.8785573,-0.1366863,0.5042481,27.90015,0.3279295,0,2.420393,2.296149,320.4339,18.35184,39.56607,6.99949,776.0851,4.039668,7.533671,0.3784348,0.8938839,0.857046,-25.05216,8.230807,111.7018,272.6333,57.94889,328.8319,431.8145,266.3692,22.21877,70.07684,10.58573,2.638179,1,21.17193,23.20896,21.24504,21.09359,27.81111,35.81222,20.85333,22.32667,15.31,21.65,1,4108,59.1707,172.4206,85.51319,64.57957,666.6667,98.16849,Kljun et al
4/16/24 17:30,542,WES,13.35707,-0.1647426,3,36000,121.792,0.1798467,3,36000,-31.14138,3,36000,-64.77296,35962,-17.87816,-35.9579,0.2015839,-48.48238,-18.17114,0.8277563,0,-0.2556931,0.1365173,1,0.3416235,0.07712581,0.5732466,22.52753,39.37939,8.016949,1.079531,2.741568,26.67348,31.17574,8.221669,1.094646,3.512907,22.141,50.35521,11.33838,1.348309,2.677836,9.894031,101.0688,24.18261,0,1.179777,0.6975793,-1.180883,0.7111248,-0.0762683,0.3926547,27.71064,0.1455919,0,1.802106,1.669239,314.9731,21.994,45.02692,4.903731,772.3467,2.490616,7.91134,0.3719429,0.8864998,0.8509924,-26.20511,8.006448,91.63556,250.9264,54.29933,323.9048,428.8963,271.0033,16.29565,77.57853,10.59289,3.552207,1,20.88418,22.99946,20.9302,20.97965,27.76778,35.80777,20.52,21.99111,12.53,18.38,1,4067,59.05496,175.8418,85.94243,64.84216,666.6667,97.45946,Kljun et al
4/16/24 18:00,543,WES,13.09,0.007955909,2,36000,92.51294,0.1365564,1,36000,-44.29305,1,36000,65.59071,35963,-25.55155,-37.53668,-13.56642,-45.84686,-28.94952,0.9914718,0,-0.4787768,0.09854638,1,0.2900627,0.1290351,0.4503461,22.13873,40.038,7.917986,1.071855,2.677566,26.26016,31.72523,8.121588,1.086784,3.428728,21.79136,51.2381,11.2792,1.34283,2.621493,9.865532,101.0578,23.41944,0,1.082335,0.5509267,-1.293634,0.6815919,-0.09509923,0.3641488,27.28852,0.2970319,0,1.786724,1.686693,309.9177,19.16564,50.08228,4.943738,775.309,2.22487,7.865443,0.2835856,0.8931996,0.8564737,-27.04865,8.0512,23.08311,157.6428,30.07578,317.3531,421.837,275.5091,10.39778,85.07955,10.6002,5.500106,1,19.70028,22.96485,20.51157,20.80087,27.64111,35.80444,20.11111,21.71111,8.31,15.39,1,3986,55.14579,171.618,81.37481,61.27895,666.6667,96.06663,Kljun et al
4/16/24 18:30,544,WES,12.92929,0.1628754,7,30430,57.05737,0.08413374,7,30429,-40.45298,7,30429,-70.34237,35744,-24.49927,-52.43472,3.436169,-55.46923,-8.952532,-0.7676302,0,-0.7089877,0.04435482,8,0.1942778,0.1753098,0.3914787,20.91641,44.74438,8.687744,1.129895,2.529488,25.18859,35.68697,8.886411,1.145136,3.219143,20.48725,58.17734,11.93345,1.403056,2.422074,10.35489,101.0508,20.74007,0,0.9720811,0.3136821,-0.274679,0.7988827,-0.05864875,0.2152843,26.01037,0.8123303,0,1.244655,1.010145,344.2215,35.15937,15.77853,3.508937,785.3485,5.434291,8.318134,0.4153477,0.5420226,0.4876124,-30.1178,8.090417,-46.13,64.41856,9.790777,309.3445,410.1022,279.9905,4.613739,92.58041,10.60764,11.88497,1,17.51797,21.74664,20.10912,20.64777,27.45444,35.81222,19.59111,21.36444,3.039,12.39,1,3934,15.12584,541.798,66.23978,42.62057,666.6667,91.46784,KormannMeixner
4/16/24 19:00,545,WES,12.85475,-0.1008529,9,12799,7.339473,0.01078363,9,12781,-26.00046,9,12781,-53.76711,26120,-45.22953,-77.25186,-13.20721,-73.71351,-22.42172,0.4130821,0,-3.542552,0.01428431,9,0.109595,0.1971683,0.1615037,17.94879,66.75664,10.82434,1.302923,1.952303,21.47814,51.4533,11.05203,1.322787,2.572175,17.85379,74.05473,13.1453,1.518222,2.055448,11.30521,101.0546,12.49388,0,0.6948698,0.4016178,0.6749064,0.3861591,-0.0148166,0.1122124,23.61276,0.8685167,0,1.082014,0.9686839,44.16494,26.21446,315.8351,2.075967,865.8835,18.0645,9.728557,0.1533549,0.4902485,0.4562208,-38.31893,7.3581,-90.40455,3.393444,0.8264444,303.8733,396.8449,284.5421,-1.110718,100.0819,10.61485,37.92257,0.3555556,15.13721,18.5268,19.50635,20.48336,27.42667,35.96111,18.98444,20.94667,-3.533,9.22,0.534,2159,38.35918,1342.338,167.0907,102.5002,666.6667,82.94459,KormannMeixner
4/16/24 19:30,546,WES,12.85998,0.01867054,9,36000,-3.884074,-0.005702014,9,36000,-5.401763,9,36000,11.48914,270,-68.58823,-89.74625,-47.43019,-79.23721,-53.5581,0.8263796,0,1.390747,0.00377602,9,0.05625601,0.0795737,0.04355184,15.91511,67.93169,10.00315,1.233779,1.816085,20.62025,51.40318,10.2444,1.253839,2.440089,15.79293,83.49686,13.00375,1.504432,1.801995,11.28198,101.0701,11.8625,0,0.4699353,0.1907261,0.7852231,0.2086048,-0.01899884,0.0849192,21.78496,0.37622,0,0.9382405,0.9151028,59.10067,12.71999,300.8993,2.215047,902.4998,10.93803,9.248339,0.2757362,0.8859188,0.8508219,-46.54197,3.134883,-79.825,-0.8237778,0.141,310.1953,389.0555,289.2547,-7.013575,107.5831,10.6221,NAN,0,13.83492,16.08205,18.79531,20.20012,27.26222,35.76556,18.38889,20.53333,-10.5,6.13,0.5,2032,130.2417,5061.237,588.4503,353.8133,666.6667,58.32143,KormannMeixner
4/16/24 20:00,547,WES,12.84372,0.4012367,9,36000,17.09723,0.0251036,9,36000,-25.1783,9,36000,-29.53848,2251,-59.02679,-86.22648,-31.82711,-70.99264,-35.4036,0.3840106,0,-1.472654,0.02431796,9,0.1427636,0.1462503,0.1292023,16.01476,61.55563,8.627686,1.124431,1.827496,20.78638,46.40767,8.869555,1.142973,2.465149,15.8197,77.64257,11.91651,1.400738,1.804859,10.50372,101.0841,13.22177,0,0.9012084,0.3779006,1.012855,0.2928489,-0.02664894,0.1727286,21.84807,0.3342858,0,1.399484,1.355745,48.33828,14.31962,311.6617,2.915368,851.5479,18.81177,8.426096,0.2080131,0.8895277,0.8535919,-46.51789,2.889904,-80.07066,-0.8106667,0.1052222,309.0461,388.2009,294.2214,-12.55345,115.0841,10.62953,NAN,0,13.82093,15.43942,18.14492,19.86974,27.00444,35.74445,17.87,20.16667,-15.23,3.578,0.5,2024,46.3674,2034.723,221.0702,131.2267,666.6667,77.98282,KormannMeixner
4/16/24 20:30,548,WES,12.82488,0.2396484,9,36000,17.17266,0.02521645,9,36000,-32.86924,9,36000,-15.94107,5213,-60.62557,-82.64599,-38.60516,-63.90016,-40.27061,0.7434055,0,-1.914045,0.03918483,9,0.1812153,0.1504452,0.1668294,16.15061,58.24246,7.948129,1.073556,1.843306,20.87264,44.05253,8.186078,1.091065,2.478193,15.97162,74.13409,11.37089,1.350945,1.822355,10.12488,101.1024,13.87127,0,1.251583,0.3582403,1.050079,0.3893979,-0.03510132,0.2317152,21.88603,0.3181642,0,1.672839,1.633745,39.9969,12.3827,320.0031,3.447288,828.5203,4.946414,8.040956,0.1220152,0.8895459,0.8532925,-45.94929,3.379986,-81.74,-0.8485555,0.09533333,307.3588,388.1548,299.5392,-17.85924,122.5854,10.6368,NAN,0,13.85522,15.77743,17.53161,19.55861,26.86889,35.71,17.36555,19.82444,-18.74,1.667,0.5,2023,41.38232,1816.987,197.0784,117.5625,666.6667,79.63234,KormannMeixner
4/16/24 21:00,549,WES,12.81548,0.2429693,1,36000,18.75092,0.02753269,1,36000,-34.361,1,36000,-36.84343,7177,-49.41302,-80.10828,-18.71775,-58.90911,-19.02498,0.467883,0,-1.832496,0.04519999,1,0.1945976,0.146435,0.1791742,16.11345,56.9369,7.58165,1.047025,1.838941,20.82397,43.09055,7.81835,1.064062,2.47079,15.94647,72.83011,11.07949,1.325059,1.81943,9.931726,101.1069,14.06728,0,1.263158,0.3588469,1.0893,0.4089729,-0.04232164,0.2496365,21.81201,0.3215443,0,1.7079,1.667972,40.77348,12.38492,319.2265,3.219703,821.8273,3.777664,7.843239,0.09957158,0.889587,0.8537165,-45.61988,3.575705,-82.77622,-0.8627777,0.09266666,305.9016,387.7224,305.3101,-22.87664,130.0868,10.64398,NAN,0,13.81509,15.83706,17.04705,19.33933,26.86444,35.60778,16.96444,19.54445,-21.2,0.308,0.5,2020,37.66576,1609.641,177.6003,106.5695,666.6667,81.1843,KormannMeixner
4/16/24 21:30,550,WES,12.8052,0.2532663,1,36000,12.80585,0.01879879,1,36000,-34.51049,1,36000,8.015628,6328,-36.49204,-46.72639,-26.25769,-23.64888,-25.56804,0.4410033,0,-2.694901,0.04494022,1,0.1939636,0.1474436,0.18701,15.83619,57.73352,7.525747,1.043014,1.806622,20.57433,43.59406,7.763949,1.060104,2.433047,15.6822,73.86524,11.03743,1.321365,1.788906,9.913108,101.0967,13.72942,0,1.205183,0.3643561,1.092931,0.4293492,-0.02795053,0.2385873,21.55789,0.3044608,0,1.668325,1.626942,42.20381,12.75714,317.7962,3.382535,822.681,3.771926,7.820701,0.08628074,0.8894491,0.8532133,-45.54665,3.588991,-85.70855,-0.8976666,0.09466666,301.0755,385.7917,311.6385,-27.52797,137.5877,10.6514,NAN,0,13.44914,15.56279,16.62572,19.16485,26.85444,35.53556,16.60778,19.26444,-23.08,-0.689,0.5,2016,36.34442,1544.2,171.2681,102.8036,666.6667,81.70679,KormannMeixner
4/16/24 22:00,551,WES,12.77862,0.2459277,1,36000,15.48112,0.02272328,1,36000,-36.90887,1,36000,-45.81795,6034,-43.94464,-73.00503,-14.88426,-48.4781,-13.2296,0.5065859,0,-2.384121,0.05596199,1,0.2164183,0.1412814,0.2237831,15.7149,58.96862,7.722406,1.057098,1.792679,20.44829,44.52503,7.960852,1.074411,2.414196,15.56164,75.26672,11.20417,1.336068,1.775162,10.02759,101.0845,13.39786,0,1.069512,0.4028236,1.137191,0.4620027,-0.02625061,0.2680538,21.44493,0.3036831,0,1.61577,1.561106,46.75653,14.8985,313.2435,3.32726,820.9042,3.396027,7.929625,0.07405689,0.8890619,0.8533888,-45.83889,3.44461,-86.243,-0.9126667,0.1061111,300.1432,385.3674,318.6219,-31.71842,145.0886,10.65881,NAN,0,13.41627,15.44975,16.23783,18.98146,26.74111,35.55556,16.24222,19.04445,-24.53,-1.654,0.5,2012,54.4471,174.6345,81.15734,61.02174,666.6667,95.08644,Kljun et al
4/16/24 22:30,552,WES,12.7694,0.2488525,1,36000,13.54939,0.01988168,1,36000,-35.25539,1,36000,-19.49446,5336,-46.60057,-64.69846,-28.50269,-39.33279,-25.98617,0.5809426,0,-2.601991,0.04767931,1,0.1996424,0.1461315,0.1897964,15.37357,59.33527,7.492719,1.040651,1.753891,20.12501,44.72063,7.731902,1.057779,2.366476,15.21617,76.15282,11.04646,1.322155,1.736249,9.935055,101.0876,13.08697,0,1.005274,0.3762383,1.100259,0.4257446,-0.02303937,0.2382838,21.10497,0.3127511,0,1.539875,1.490348,47.58285,14.52654,312.4171,3.51954,823.0343,3.598334,7.815481,0.07578371,0.8893933,0.8537388,-46.0409,3.25262,-83.964,-0.8752222,0.0991111,300.4575,383.4471,326.3336,-35.33579,152.5903,10.66585,NAN,0,13.05263,15.13886,15.91337,18.8262,26.74444,35.58556,15.94222,18.84555,-25.37,-2.516,0.5,2007,29.68306,1205.398,137.1841,83.58619,666.6667,84.57333,KormannMeixner
4/16/24 23:00,553,WES,12.74719,0.2414686,1,36000,15.65247,0.02296272,1,36000,-34.21992,1,36000,-41.12021,3874,-45.05629,-67.03905,-23.07354,-41.10662,-19.70368,0.5064843,0,-2.186231,0.05315856,1,0.210715,0.1342911,0.2134698,15.12594,59.14064,7.212255,1.020884,1.726214,19.9028,44.48142,7.452368,1.037792,2.334111,14.96875,76.38329,10.85253,1.305227,1.708838,9.816268,101.0868,12.96319,0,0.9116825,0.3854559,1.229679,0.4648244,-0.03055494,0.249603,20.86345,0.3021788,0,1.580727,1.530775,53.4469,14.39892,306.5531,3.94031,823.2613,3.461354,7.673608,0.08571281,0.8889609,0.8536012,-46.35151,3.044074,-81.71577,-0.8448888,0.1066667,301.7709,382.5351,334.7914,-38.25293,160.0914,10.67327,NAN,0,12.93174,14.8518,15.59503,18.66341,26.50222,35.60889,15.69222,18.71111,-25.93,-3.369,0.5,2004,56.58347,181.7549,84.34377,63.41737,666.6667,95.0841,Kljun et al
4/16/24 23:30,554,WES,12.73628,0.2606044,1,36000,18.64091,0.0273445,1,36000,-41.4489,1,36000,2.934161,3770,-33.03761,-48.85049,-17.22472,-22.59338,-13.16197,0.4667926,0,-2.223544,0.05877171,1,0.2215208,0.1546849,0.2248457,15.01939,58.57574,6.971542,1.004171,1.714391,19.81282,44.00366,7.212101,1.020866,2.321108,14.8541,75.91351,10.64857,1.287621,1.696233,9.687738,101.0858,13.00242,0,0.9615862,0.4070834,1.195724,0.4577148,-0.01966759,0.2728949,20.75755,0.2892166,0,1.59131,1.534406,51.19404,15.31716,308.806,3.307276,821.389,4.113658,7.550803,0.08680264,0.8879158,0.8524617,-46.35974,3.065265,-81.89867,-0.8571111,0.08755555,301.0015,381.9555,343.9272,-40.34325,167.5923,10.6807,NAN,0,12.8396,14.69622,15.30795,18.51304,26.35333,35.54889,15.45111,18.48667,-26.26,-4.062,0.5,2000,54.56565,175.3609,81.37023,61.1777,666.6667,95.04337,Kljun et al