TIMESTAMP;SW_BELOW;SW_IN
201408091845;12;42
201408091900;10;15
201408091915;8;1
201408091930;0;0
201408091945;0;0
201408092000;0;0
201408092015;0;0
201408092030;0;0
201408092045;0;0
201408092100;0;0
201408092115;0;0
201408092130;0;0
201408092145;0;0
201408092200;0;0
201408092215;0;0
201408092230;0;0
201408092245;0;0
201408092300;0;0
201408092315;0;0
201408092330;0;0
201408092345;0;0
201408100000;0;0
201408100015;0;0
201408100030;0;0
201408100045;0;0
201408100100;0;0
201408100115;0;0
201408100130;0;0
201408100145;0;0
201408100200;0;0
201408100215;0;0
201408100230;0;0
201408100245;0;0
201408100300;0;0
201408100315;0;0
201408100330;0;0
201408100345;0;0
201408100400;0;0
201408100415;0;0
201408100430;0;0
201408100445;0;0
201408100500;0;0
201408100515;0;0
201408100530;10;6
201408100545;12;20
201408100600;17;49
201408100615;30;88
201408100630;40;129
201408100645;54;169
201408100700;79;214
201408100715;104;257
201408100730;150;319
201408100745;176;371
201408100800;243;420
201408100815;213;469
201408100830;254;516
201408100845;361;560
201408100900;413;605
201408100915;446;648
201408100930;425;687
201408100945;422;724
201408101000;507;756
201408101015;492;785
201408101030;450;812
201408101045;459;829
201408101100;541;842
201408101115;594;873
201409241200;-9999;788
201409241215;381;792
201409241229;384;790
201409241244;449;785
201409241259;428;778
201409241314;345;766
201409241329;317;749
201409241344;384;724
201409241359;406;697
201409241414;332;670
201409241429;327;636
201409241444;258;598
201409241459;214;558
201409241514;300;515
201409241529;221;470
201409241544;173;419
201409241559;158;371
201409241614;115;288
201409241629;80;234
201409241644;84;224
201409241659;60;169
201409241714;28;118
201409241729;19;72
201409241744;15;34
201409241759;10;5
201409241814;0;0
201409241829;0;0
201409241844;0;0
201409241859;0;0
201409241914;0;0
201409241929;0;0
201409241944;0;0
201409241959;0;0
201409242014;0;0
201409242029;0;0
201409242044;0;0
201409242059;0;0
201409242114;0;0
201409242129;0;0
201409242144;0;0
201409242159;0;0
201409242214;0;0
201409242229;0;0
201409242244;0;0
201409242259;0;0
201409242314;0;0
201409242329;0;0
201409242344;0;0
201409242359;0;0
201409250014;0;0
201409250029;0;0
201409250044;0;0
201409250059;0;0
201409250114;0;0
201409250129;0;0
201409250144;0;0
201409250159;0;0
201409250214;0;0
201409250229;0;0
201409250244;0;0
201409250259;0;0
201409250314;0;0
201409250329;0;0
201409250344;0;0
201409250359;0;0
201409250414;0;0
201409250429;0;0
201409250444;0;0
201409250459;0;0
201409250514;0;0
201409250529;0;0
201409250544;0;0
201409250559;0;0
201409250614;9;3
201409250629;11;7
201409250644;13;14
201409250659;17;22
201409250714;27;41
201409250729;40;61
201409250744;24;39
201409250759;16;23
201409250814;17;25
201409250829;28;43
201409250844;47;75
201409250859;40;63
201409250914;49;77
201409250929;43;71
201409250944;51;83
201409250959;68;111
201409251014;54;88
201409251029;80;135
201409251044;76;133
201409251059;100;173
201409251114;73;123
201409251129;135;238
201409251144;168;303
201409251159;215;403
201409251214;201;359
201409251229;245;434
201409251244;295;546
201409251300;316;613
201409251315;368;785
201409251330;325;779
201409251345;402;752
201409251400;370;688
201409251415;346;714
201409251430;332;649
201409251445;277;608
201409251500;239;560
201409251515;287;518
201409251530;217;471
201409251545;151;422
201409251600;152;371
201409251615;116;318
201409251630;83;262
201409251645;80;209
201409251700;52;157
201409251715;29;110
201409251730;20;66
201409251745;15;27
201409251800;9;3
201409251815;0;0
201409251830;0;0
201409251845;0;0
201409251900;0;0
201409251915;0;0
201409251930;0;0
201409251945;0;0
201409252000;0;0
201409252015;0;0
201409252030;0;0
201409252045;0;0
201409252100;0;0
201409252115;0;0
201409252130;0;0
201409252145;0;0
201409252200;0;0
201409252215;0;0
201409252230;0;0
201409252245;0;0
201409252300;0;0
201409252315;0;0
201409252330;0;0
201409252345;0;0
201409260000;0;0
201409260015;0;0
201409260030;0;0
201409260045;0;0
201409260100;0;0
201409260115;0;0
201409260130;0;0
201409260145;0;0
201409260200;0;0
201409260215;0;0
201409260230;0;0
201409260245;0;0
201409260300;0;0
201409260315;0;0
201409260330;0;0
201409260345;0;0
201409260400;0;0
201409260415;0;0
201409260430;0;0
201409260445;0;0
201409260500;0;0
201409260515;0;0
201409260530;0;0
201409260545;0;0
201409260600;0;0
201409260615;11;11
201409260630;19;36
201409260645;35;71
201409260700;43;70
201409260715;49;81
201409260730;61;101
201409260745;58;97
201409260800;52;84
201409260815;63;108
201409260830;96;174
201409260845;107;190
201409260900;101;175
201409260915;82;142
201409260930;106;183
201409260945;98;164
201409261000;135;228
201409261015;140;243
201409261030;172;298
201409261045;274;492
201409261100;420;760
201409261115;389;763
201409261130;414;763
201409261145;365;717
201409261200;373;738
201409261215;394;736
201409261230;182;348
201409261245;330;576
201409261300;489;880
201409261315;307;642
201409261330;356;848
201409261345;411;797
201409261400;429;786
201409261415;353;735
201409261430;323;611
201409261445;299;636
201409261500;277;567
201409261515;268;508
201409261530;213;474
201409261545;153;441
201409261600;162;395
201409261615;154;379
201409261630;121;336
201409261645;99;220
201409261700;29;53
201409261715;18;35
201409261730;14;23
201409261745;10;7
201409261800;9;1
201409261815;0;0
201409261830;0;0
201409261845;0;0
201409261900;0;0
201409261915;0;0
201409261930;0;0
201409261945;0;0
201409262000;0;0
201409262015;0;0
201409262030;0;0
201409262045;0;0
201409262100;0;0
201409262115;0;0
201409262130;0;0
201409262145;0;0
201409262200;0;0
201409262215;0;0
201409262230;0;0
201409262245;0;0
201409262300;0;0
201409262315;0;0
201409262330;0;0
201409262345;0;0
201409270000;0;0
201409270015;0;0
201409270030;0;0
201409270045;0;0
201409270100;0;0
201409270115;0;0
201409270130;0;0
201409270145;0;0
201409270200;0;0
201409270215;0;0
201409270230;0;0
201409270245;0;0
201409270300;0;0
201409270315;0;0
201409270330;0;0
201409270345;0;0
201409270400;0;0
201409270415;0;0
201409270430;0;0
201409270445;0;0
201409270500;0;0
201409270515;0;0
201409270530;0;0
201409270545;0;0
201409270600;0;0
201409270615;10;7
201409270630;13;16
201409270645;21;40
201409270700;27;47
201409270715;44;71
201409270730;49;81
201409270745;33;66
201409270800;73;140
201409270815;133;324
201409270830;93;281
201409270845;119;276
201409270900;108;272
201409270915;171;495
201409270930;235;574
201409270945;251;609
201409271000;244;641
201409271015;374;669
201409271030;376;693
201409271045;324;714
201409271100;381;732
201409271115;363;745
201409271130;412;757
201409271145;401;784
201409271200;398;771
201409271215;435;779
201409271230;366;774
201409271245;466;806
201409271300;443;786
201409271315;354;730
201409271330;287;742
201409271345;327;717
201409271400;354;683
201409271415;292;662
201409271430;289;619
201409271445;232;587
201409271500;290;567
201409271515;341;608
201409271530;260;547
201409271545;170;450
201409271600;168;400
201409271615;151;372
201409271630;77;273
201409271645;87;213
201409271700;68;169
201409271715;40;112
201409271730;31;77
201409271745;14;28
201409271800;9;3
201409271815;0;0
201409271830;0;0
201409271845;0;0
201409271900;0;0
201409271915;0;0
201409271930;0;0
201409271945;0;0
201409272000;0;0
201409272015;0;0
201409272030;0;0
201409272045;0;0
201409272100;0;0
201409272115;0;0
201409272130;0;0
201409272145;0;0
201409272200;0;0
201409272215;0;0
201409272230;0;0
201409272245;0;0
201409272300;0;0
201409272315;0;0
201409272330;0;0
201409272345;0;0
201409280000;0;0
201409280015;0;0
201409280030;0;0
201409280045;0;0
201409280100;0;0
201409280115;0;0
201409280130;0;0
201409280145;0;0
201409280200;0;0
201409280215;0;0
201409280230;0;0
201409280245;0;0
201409280300;0;0
201409280315;0;0
201409280330;0;0
201409280345;0;0
201409280400;0;0
201409280415;0;0
201409280430;0;0
201409280445;0;0
201409280500;0;0
201409280515;0;0
201409280530;0;0
201409280545;0;0
201409280600;9;1
201409280615;10;8
201409280630;13;17
201409280645;14;25
201409280700;33;78
201409280715;50;140
201409280730;83;200
201409280745;102;222
201409280800;125;289
201409280815;169;402
201409280830;161;477
201409280845;247;568
201409280900;155;293
201409280915;162;300
201409280930;162;294
201409280945;106;188
201409281000;103;183
201409281015;83;146
201409281030;66;106
201409281045;68;106
201409281100;68;108
201409281115;57;89
201409281130;80;133
201409281145;115;199
201409281200;127;225
201409281215;127;209
201409281230;93;162
201409281245;81;133
201409281300;76;123
201409281315;75;120
201409281330;86;147
201409281345;118;205
201409281400;117;202
201409281415;84;145
201409281430;77;130
201409281445;77;132
201409281500;132;247
201409281515;135;271
201409281530;116;254
201409281545;119;265
201409281600;155;368
201409281615;112;294
201409281630;59;212
201409281645;48;115
201409281700;27;63
201409281715;14;24
201409281730;11;13
201409281745;10;13
201409281800;9;2
201409281815;0;0
201409281830;0;0
201409281845;0;0
201409281900;0;0
201409281915;0;0
201409281930;0;0
201409281945;0;0
201409282000;0;0
201409282015;0;0
201409282030;0;0
201409282045;0;0
201409282100;0;0
201409282115;0;0
201409282130;0;0
201409282145;0;0
201409282200;0;0
201409282215;0;0
201409282230;0;0
201409282245;0;0
201409282300;0;0
201409282315;0;0
201409282330;0;0
201409282345;0;0
201409290000;0;0
201409290015;0;0
201409290030;0;0
201409290045;0;0
201409290100;0;0
201409290115;0;0
201409290130;0;0
201409290145;0;0
201409290200;0;0
201409290215;0;0
201409290230;0;0
201409290245;0;0
201409290300;0;0
201409290315;0;0
201409290330;0;0
201409290345;0;0
201409290400;0;0
201409290415;0;0
201409290430;0;0
201409290445;0;0
201409290500;0;0
201409290515;0;0
201409290530;0;0
201409290545;0;0
201409290600;9;1
201409290615;10;8
201409290630;17;35
201409290645;34;80
201409290700;43;134
201409290715;59;176
201409290730;85;198
201409290745;114;227
201409290800;130;275
201409290815;126;327
201409290830;97;379
201409290845;143;428
201409290900;106;475
201409290915;135;517
201409290930;188;560
201409290945;252;598
201409291000;231;633
201504200845;394;549
201504200900;419;593
201504200915;436;634
201504200930;464;674
201504200945;572;710
201504201000;630;741
201504201015;650;770
201504201030;608;794
201504201045;560;814
201504201100;625;826
201504201115;621;841
201504201130;640;862
201504201145;657;875
201504201200;707;902
201504201215;709;905
201504201230;729;905
201504201245;729;897
201504201300;743;891
201504201315;693;852
201504201330;585;862
201504201345;671;850
201504201400;706;825
201504201415;618;816
201504201430;526;815
201504201445;562;880
201504201500;597;703
201504201515;331;439
201504201530;353;446
201504201545;281;296
201504201600;215;263
201504201615;197;234
201504201630;161;192
201504201645;144;172
201504201700;127;142
201504201715;100;108
201504201730;76;80
201504201745;59;61
201504201800;45;44
201504201815;33;28
201504201830;22;18
201504201845;17;11
201504201900;0;0
201504201915;0;0
201504201930;0;0
201504201945;0;0
201504202000;0;0
201504202015;0;0
201504202030;0;0
201504202045;0;0
201504202100;0;0
201504202115;0;0
201504202130;0;0
201504202145;0;0
201504202200;0;0
201504202215;0;0
201504202230;0;0
201504202245;0;0
201504202300;0;0
201504202315;0;0
201504202330;0;0
201504202345;0;0
201504210000;0;0
201504210015;0;0
201504210030;0;0
201504210045;0;0
201504210100;0;0
201504210115;0;0
201504210130;0;0
201504210145;0;0
201504210200;0;0
201504210215;0;0
201504210230;0;0
201504210245;0;0
201504210300;0;0
201504210315;0;0
201504210330;0;0
201504210345;0;0
201504210400;0;0
201504210415;0;0
201504210430;0;0
201504210445;0;0
201504210500;0;0
201504210515;0;0
201504210530;7;1
201504210545;11;8
201504210600;17;17
201504210615;26;29
201504210630;35;42
201504210645;48;61
201504210700;54;65
201504210715;68;88
201504210730;84;110
201504210745;94;142
201504210800;195;265
201504210815;212;297
201504210830;224;299
201504210845;246;315
201504210900;254;362
201504210915;347;477
201504210930;340;467
201504210945;465;602
201504211000;391;547
201504211015;525;725
201504211030;621;740
201504211045;505;736
201504211100;527;672
201504211115;517;769
201504211130;635;810
201504211145;586;793
201504211200;658;855
201504211215;730;887
201504211230;766;875
201504211245;762;875
201504211300;687;860
201504211315;633;850
201504211330;570;810
201504211345;592;799
201504211400;545;648
201504211415;387;508
201504211430;342;397
201504211445;212;274
201504211500;242;352
201504211515;308;397
201504211530;228;299
201504211545;224;299
201504211600;227;316
201504211615;225;291
201504211630;180;232
201504211645;150;193
201504211700;122;156
201504211715;98;126
201504211730;76;98
201504211745;59;76
201504211800;44;54
201504211815;29;33
201504211830;20;29
201504211845;14;14
201504211900;8;2
201504211915;0;0
201504211930;0;0
201504211945;0;0
201504212000;0;0
201504212015;0;0
201504212030;0;0
201504212045;0;0
201504212100;0;0
201504212115;0;0
201504212130;0;0
201504212145;0;0
201504212200;0;0
201504212215;0;0
201504212230;0;0
201504212245;0;0
201504212300;0;0
201504212315;0;0
201504212330;0;0
201504212345;0;0
201504220000;0;0
201504220015;0;0
201504220030;0;0
201504220045;0;0
201504220100;0;0
201504220115;0;0
201504220130;0;0
201504220145;0;0
201504220200;0;0
201504220215;0;0
201504220230;0;0
201504220245;0;0
201504220300;0;0
201504220315;0;0
201504220330;0;0
201504220345;0;0
201504220400;0;0
201504220415;0;0
201504220430;0;0
201504220445;0;0
201504220500;0;0
201504220515;0;0
201504220530;5;4
201504220545;12;15
201504220600;25;39
201504220615;39;50
201504220630;41;50
201504220645;42;53
201504220700;45;55
201504220715;46;59
201504220730;61;86
201504220745;82;104
201504220800;98;136
201504220815;133;179
201504220830;162;228
201504220845;250;332
201504220900;223;297
201504220915;273;375
201504220930;434;653
201504220945;455;624
201504221000;545;634
201504221015;579;756
201504221030;610;754
201504221045;559;784
201504221100;584;818
201504221115;599;833
201504221130;623;852
201504221145;620;864
201504221200;645;873
201504221215;686;874
201504221230;718;881
201504221245;776;872
201504221300;722;877
201504221315;678;880
201504221330;635;935
201504221345;589;729
201504221400;451;604
201504221415;411;557
201504221430;415;577
201504221445;400;547
201504221500;358;487
201504221515;292;389
201504221530;267;380
201504221545;275;389
201504221600;253;341
201504221615;206;275
201504221630;174;235
201504221645;151;205
201504221700;146;216
201504221715;140;186
201504221730;117;167
201504221745;115;168
201504221800;91;129
201504221815;53;58
201504221830;30;40
201504221845;15;11
201504221900;0;0
201504221915;0;0
201504221930;0;0
201504221945;0;0
201504222000;0;0
201504222015;0;0
201504222030;0;0
201504222045;0;0
201504222100;0;0
201504222115;0;0
201504222130;0;0
201504222145;0;0
201504222200;0;0
201504222215;0;0
201504222230;0;0
201504222245;0;0
201504222300;0;0
201504222315;0;0
201504222330;0;0
201504222345;0;0
201504230000;0;0
201504230015;0;0
201504230030;0;0
201504230045;0;0
201504230100;0;0
201504230115;0;0
201504230130;0;0
201504230145;0;0
201504230200;0;0
201504230215;0;0
201504230230;0;0
201504230245;0;0
201504230300;0;0
201504230315;0;0
201504230330;0;0
201504230345;0;0
201504230400;0;0
201504230415;0;0
201504230430;0;0
201504230445;0;0
201504230500;0;0
201504230515;0;0
201504230530;5;4
201504230545;11;14
201504230600;27;46
201504230615;56;79
201504230630;78;120
201504230645;126;163
201504230700;158;207
201504230715;207;255
201504230730;226;298
201504230745;308;346
201504230800;332;391
201504230815;369;447
201504230830;382;499
201504230845;397;541
201504230900;425;583
201504230915;454;623
201504230930;494;668
201504230945;522;704
201504231000;592;735
201504231015;617;766
201504231030;614;794
201504231045;582;816
201504231100;613;836
201504231115;625;854
201504231130;644;867
201504231145;620;881
201504231200;634;888
201504231215;675;893
201504231230;715;899
201504231245;785;891
201504231300;715;887
201504231315;642;850
201504231330;570;850
201504231345;577;835
201504231400;561;813
201504231415;536;797
201504231430;508;755
201504231445;482;729
201504231500;469;708
201504231515;446;663
201504231530;433;616
201504231545;401;589
201504231600;359;527
201504231615;277;357
201504231630;191;260
201504231645;167;226
201504231700;105;156
201504231715;175;304
201504231730;180;251
201504231745;120;153
201504231800;48;77
201504231815;30;40
201504231830;17;22
201504231845;11;9
201504231900;0;0
201504231915;0;0
201504231930;0;0
201504231945;0;0
201504232000;0;0
201504232015;0;0
201504232030;0;0
201504232045;0;0
201504232100;0;0
201504232115;0;0
201504232130;0;0
201504232145;0;0
201504232200;0;0
201504232215;0;0
201504232230;0;0
201504232245;0;0
201504232300;0;0
201504232315;0;0
201504232330;0;0
201504232345;0;0
201504240000;0;0
201504240015;0;0
201504240030;0;0
201504240045;0;0
201504240100;0;0
201504240115;0;0
201504240130;0;0
201504240145;0;0
201504240200;0;0
201504240215;0;0
201504240230;0;0
201504240245;0;0
201504240300;0;0
201504240315;0;0
201504240330;0;0
201504240345;0;0
201504240400;0;0
201504240415;0;0
201504240430;0;0
201504240445;0;0
201504240500;0;0
201504240515;0;0
201504240530;5;4
201504240545;15;22
201504240600;31;45
201504240615;41;58
201504240630;67;108
201504240645;133;202
201504240700;147;176
201504240715;139;178
201504240730;146;188
201504240745;150;246
201504240800;280;348
201504240815;200;247
201504240830;185;242
201504240845;246;407
201504240900;308;367
201504240915;348;565
201504240930;381;478
201504240945;403;474
201504241000;295;492
201504241015;467;582
201504241030;416;676
201504241045;560;765
201504241100;658;913
201504241115;697;922
201504241130;678;965
201504241145;609;745
201504241200;-9999;710
201504241215;-9999;-9999
201504241230;-9999;-9999
201504241245;-9999;-9999
201505311415;-9999;-9999
201505311430;-9999;-9999
201505311445;-9999;-9999
201505311500;-9999;-9999
201505311515;99;360
201505311530;115;315
201505311545;90;248
201505311600;94;263
201505311615;164;445
201505311630;166;489
201505311645;179;454
201505311700;144;427
201505311715;113;316
201505311730;102;315
201505311745;93;294
201505311800;42;225
201505311815;28;173
201505311830;16;126
201505311845;5;85
201505311900;2;41
201505311915;2;6
201505311930;0;0
201505311945;0;0
201505312000;0;0
201505312015;0;0
201505312030;0;0
201505312045;0;0
201505312100;0;0
201505312115;0;0
201505312130;0;0
201505312145;0;0
201505312200;0;0
201505312215;0;0
201505312230;0;0
201505312245;0;0
201505312300;0;0
201505312315;0;0
201505312330;0;0
201505312345;0;0
201506010000;0;0
201505311415;0;0
201505311430;0;0
201505311445;0;0
201505311500;0;0
201505311515;0;0
201505311530;0;0
201505311545;0;0
201505311600;0;0
201505311615;0;0
201505311630;0;0
201505311645;0;0
201505311700;0;0
201505311715;0;0
201505311730;0;0
201505311745;0;0
201505311800;0;0
201505311815;2;1
201505311830;2;1
201505311845;2;2
201505311900;3;7
201505311915;4;14
201505311930;9;26
201505311945;28;72
201505312000;42;114
201505312015;42;113
201505312030;49;144
201505312045;45;139
201505312100;84;218
201505312115;94;242
201505312130;100;279
201505312145;154;390
201505312200;188;505
201505312215;250;450
201505312230;205;580
201505312245;303;646
201505312300;291;716
201505312315;261;719
201505312330;401;743
201505312345;557;903
201506010000;408;753
201505311415;236;571
201505311430;414;995
201505311445;419;875
201505311500;485;840
201505311515;533;960
201505311530;499;976
201505311545;510;973
201505311600;480;984
201505311615;562;990
201505311630;626;990
201505311645;498;985
201505311700;477;976
201505311715;471;955
201505311730;471;947
201505311745;493;928
201505311800;513;904
201505311815;577;882
201505311830;441;854
201505311845;393;825
201505311900;411;783
201505311915;293;729
201505311930;313;714
201505311945;239;667
201505312000;148;616
201505312015;206;575
201505312030;115;431
201505312045;132;435
201505312100;124;426
201505312115;129;373
201505312130;101;318
201505312145;72;266
201505312200;45;217
201505312215;31;169
201505312230;16;122
201505312245;7;82
201505312300;3;46
201505312315;2;19
201505312330;1;2
201505312345;0;0
201506010000;0;0
201505311415;0;0
201505311430;0;0
201505311445;0;0
201505311500;0;0
201505311515;0;0
201505311530;0;0
201505311545;0;0
201505311600;0;0
201505311615;0;0
201505311630;0;0
201505311645;0;0
201505311700;0;0
201505311715;0;0
201505311730;0;0
201505311745;0;0
201505311800;0;0
201505311815;0;0
201505311830;0;0
201505311845;0;0
201505311900;0;0
201505311915;0;0
201505311930;0;0
201505311945;0;0
201505312000;0;0
201505312015;0;0
201505312030;0;0
201505312045;0;0
201505312100;0;0
201505312115;0;0
201505312130;0;0
201505312145;0;0
201505312200;0;0
201505312215;0;0
201505312230;0;0
201505312245;2;1
201505312300;2;10
201505312315;6;25
201505312330;6;32
201505312345;15;87
201506010000;35;153
201505311415;53;187
201505311430;63;230
201505311445;95;277
201505311500;140;307
201505311515;122;311
201505311530;88;281
201505311545;124;345
201505311600;209;515
201505311615;158;402
201505311630;187;502
201505311645;321;677
201505311700;280;632
201505311715;284;741
201505311730;503;784
201505311745;462;723
201505311800;522;830
201505311815;464;871
201505311830;351;898
201505311845;441;921
201505311900;507;939
201505311915;528;954
201505311930;511;966
201505311945;556;976
201505312000;525;977
201505312015;559;979
201505312030;692;981
201505312045;539;982
201505312100;487;974
201505312115;469;964
201505312130;397;951
201505312145;482;931
201505312200;561;910
201505312215;596;885
201505312230;510;852
201505312245;459;817
201505312300;417;787
201505312315;393;748
201505312330;313;709
201505312345;262;666
201506010000;155;622
201505311415;196;570
201505311430;143;527
201505311445;128;432
201505311500;70;241
201505311515;109;327
201505311530;97;342
201505311545;61;243
201505311600;39;182
201505311615;37;177
201505311630;17;105
201505311645;4;48
201505311700;2;16
201505311715;1;6
201505311730;1;1
201505311745;0;0
201505311800;0;0
201505311815;0;0
201505311830;0;0
201505311845;0;0
201505311900;0;0
201505311915;0;0
201505311930;0;0
201505311945;0;0
201505312000;0;0
201505312015;0;0
201505312030;0;0
201505312045;0;0
201505312100;0;0
201505312115;0;0
201505312130;0;0
201505312145;0;0
201505312200;0;0
201505312215;0;0
201505312230;0;0
201505312245;0;0
201505312300;0;0
201505312315;0;0
201505312330;0;0
201505312345;0;0
201506010000;0;0
201505311415;0;0
201505311430;0;0
201505311445;0;0
201505311500;0;0
201505311515;0;0
201505311530;0;0
201505311545;0;0
201505311600;0;0
201505311615;0;0
201505311630;0;0
201505311645;1;1
201505311700;2;5
201505311715;3;22
201505311730;10;57
201505311745;20;94
201505311800;32;136
201505311815;48;181
201505311830;63;230
201505311845;96;278
201505311900;161;327
201505311915;-9999;-9999
201505311930;-9999;-9999
201505311945;-9999;-9999
201505312000;-9999;-9999
201505312015;-9999;-9999
201505312030;-9999;-9999
201507090900;84;260
201507090915;90;312
201507090930;92;258
201507090945;86;251
201507091000;143;407
201507091015;166;472
201507091030;196;499
201507091045;172;523
201507091100;285;651
201507091115;166;469
201507091130;228;582
201507091145;261;820
201507091200;392;1014
201507091214;301;756
201507091229;480;894
201507091244;296;667
201507091259;375;977
201507091314;350;766
201507091329;416;899
201507091344;419;793
201507091359;439;933
201507091414;435;924
201507091429;336;887
201507091444;218;832
201507091459;228;809
201507091514;267;764
201507091529;184;608
201507091544;202;643
201507091559;122;589
201507091614;90;536
201507091629;86;451
201507091644;95;371
201507091659;106;411
201507091714;83;377
201507091729;38;160
201507091744;63;235
201507091759;44;202
201507091814;23;125
201507091829;13;67
201507091844;7;37
201507091859;2;22
201507091914;2;9
201507091929;2;3
201507091944;0;0
201507091959;0;0
201507092014;0;0
201507092029;0;0
201507092044;0;0
201507092059;0;0
201507092114;0;0
201507092129;0;0
201507092144;0;0
201507092159;0;0
201507092214;0;0
201507092229;0;0
201507092244;0;0
201507092259;0;0
201507092314;0;0
201507092329;0;0
201507092344;0;0
201507092359;0;0
201507100014;0;0
201507100029;0;0
201507100044;0;0
201507100059;0;0
201507100114;0;0
201507100129;0;0
201507100144;0;0
201507100159;0;0
201507100214;0;0
201507100229;0;0
201507100244;0;0
201507100259;0;0
201507100314;0;0
201507100329;0;0
201507100344;0;0
201507100359;0;0
201507100414;0;0
201507100429;0;0
201507100444;0;0
201507100459;0;0
201507100514;2;3
201507100529;3;7
201507100544;3;10
201507100559;4;16
201507100614;6;25
201507100629;9;35
201507100644;14;43
201507100659;17;55
201507100714;24;70
201507100729;36;105
201507100744;49;156
201507100759;59;178
201507100814;66;187
201507100829;66;195
201507100844;69;197
201507100859;64;195
201507100914;71;209
201507100929;39;125
201507100944;46;150
201507101000;88;258
201507101015;100;298
201507101030;99;293
201507101045;112;339
201507101100;173;477
201507101115;292;751
201507101130;270;731
201507101145;253;761
201507101200;391;1031
201507101215;362;876
201507101230;261;634
201507101245;436;868
201507101300;424;943
201507101315;531;956
201507101330;483;990
201507101345;412;868
201507101400;476;885
201507101415;421;874
201507101430;334;844
201507101445;207;835
201507101500;131;524
201507101515;229;708
201507101530;220;702
201507101545;187;604
201507101600;119;516
201507101615;99;614
201507101630;94;547
201507101645;127;492
201507101700;108;412
201507101715;85;382
201507101730;71;315
201507101745;80;286
201507101800;50;238
201507101815;25;161
201507101830;15;117
201507101845;5;59
201507101900;2;20
201507101915;1;13
201507101930;1;6
201507101945;0;0
201507102000;0;0
201507102015;0;0
201507102030;0;0
201507102045;0;0
201507102100;0;0
201507102115;0;0
201507102130;0;0
201507102145;0;0
201507102200;0;0
201507102215;0;0
201507102230;0;0
201507102245;0;0
201507102300;0;0
201507102315;0;0
201507102330;0;0
201507102345;0;0
201507110000;0;0
201507110015;0;0
201507110030;0;0
201507110045;0;0
201507110100;0;0
201507110115;0;0
201507110130;0;0
201507110145;0;0
201507110200;0;0
201507110215;0;0
201507110230;0;0
201507110245;0;0
201507110300;0;0
201507110315;0;0
201507110330;0;0
201507110345;0;0
201507110400;0;0
201507110415;0;0
201507110430;0;0
201507110445;0;0
201507110500;2;4
201507110515;4;18
201507110530;7;43
201507110545;12;73
201507110600;21;109
201507110615;32;152
201507110630;38;195
201507110645;61;240
201507110700;88;289
201507110715;111;336
201507110730;122;387
201507110745;193;435
201507110800;182;483
201507110815;131;532
201507110830;187;575
201507110845;277;619
201507110900;338;662
201507110915;446;705
201507110930;473;741
201507110945;519;777
201507111000;439;811
201507111015;395;839
201507111030;392;866
201507111045;415;889
201507111100;423;911
